ID,Birth date,Birth place,Highschool graduation date,Highschool,Studies level,Degree,ESB entry date,Bac type,Current class,Semester 1 class,Degree level,Gender,Nationality,Class level,Previous class,Previous year result,Highschool graduation grade,Final score,Region
ID479,2000,A Douz,2021,Lycee Douz,1.0,LSG,2021,Bac Economie,3-LSG-1,3-LSG-1,3,M,TUNISIENNE,3,2-LSG-1,Admis(e) - Passable,12.2,-1.0,Kébili
ID480,2003,Tripoly,2023,Lycee Manzah 7,0.0,LBC,2023,Bac Economie,1-LBC-7,1-LBC-7,1,M,TUNISIENNE,1,1-LBC-8,Redouble,10.6,-1.0,Ariana
ID481,2001,Tunis,2021,Lycee Aouina,3.0,BA,2024,Bac Economie,1-BA-3,1-BA-3,1,M,TUNISIENNE,4,External,Admis(e),13.02,-1.0,Tunis
ID482,2000,Bizerte,2019,Lycee Bizerte,3.0,MKD,2023,Bac Economie,2-MKD-1,2-MKD-1,2,M,TUNISIENNE,5,1-MKD-1,Admis(e) - Bien,12.32,-1.0,Bizerte
ID483,2006,Tunis,2024,Lycee Menzah 6,0.0,LBC,2024,Bac Economie,1-LBC-8,1-LBC-8,1,F,TUNISIENNE,1,External,Admis(e),12.55,-1.0,Ariana
ID484,2004,Tunis Centre,2024,Lycee Marsa,0.0,LBC,2024,Bac Economie,1-LBC-7,1-LBC-7,1,M,TUNISIENNE,1,External,Admis(e),10.24,-1.0,Tunis
ID485,2002,Tunis,2022,Lycee Attarine Ariana,0.0,LBC,2023,Bac Economie,2-LBC-5,2-LBC-5,2,M,TUNISIENNE,2,1-LBC-8,Admis(e) - Passable,10.0,-1.0,Ariana
ID486,2003,Tunis,2022,Lycee Tunis,0.0,LSG,2022,Bac Economie,3-LSC-2,3-LSC-2,3,F,TUNISIENNE,3,2-LSC-2,Admis(e) - Bien,12.66,-1.0,Tunis
ID487,2003,Tunis,2022,Lycee Tunis,0.0,LSG,2022,Bac Economie,3-LSC-2,3-LSC-2,3,F,TUNISIENNE,3,2-LSC-2,Admis(e) - Bien,12.01,-1.0,Tunis
ID488,2000,Tunis,2019,Lycee Sadeki Tunis,3.0,BA,2023,Bac Economie,2-BA-2,2-BA-2,2,M,TUNISIENNE,5,1-BA-2,Admis(e) - Missing credits,12.87,-1.0,Tunis
ID489,2003,Sousse,2022,Lycee Djerba,0.0,LBC,2022,Bac Informatique,3LBC-BIS-5,3LBC-BIS-5,3,F,TUNISIENNE,3,2-LBC-BIS7,Admis(e) - Passable,9.81,-1.0,Médenine
ID490,2004,Le Kef,2023,Lycee Le Kef,0.0,LBC,2023,Bac Math,2-LBC-7,2-LBC-7,2,M,TUNISIENNE,2,1-LBC-10,Admis(e) - Bien,10.23,-1.0,Le Kef
ID491,2003,Tunis,2023,Lycee Tunis,0.0,LBC,2024,Bac Economie,1-LBC-5,1-LBC-5,1,M,TUNISIENNE,1,External,Admis(e),11.22,-1.0,Ariana
ID492,2004,La Marsa,2023,Lycee La Marsa,0.0,LBC,2023,Bac Math,2-LBC-9,2-LBC-9,2,M,TUNISIENNE,2,1-LBC-12,Admis(e) - Passable,11.71,-1.0,Ariana
ID493,1998,Tunis,2019,Lycee Tunis,0.0,MDSI,2023,Bac Economie,1-MDSI-2,1-MDSI-2,1,M,TUNISIENNE,4,1-MDSI-3,Redouble,10.16,47.38,Tunis
ID494,1993,France,2013,Lycee Ariana,0.0,LBC,2013,Bac Economie,3-LBC-BI-1,3-LBC-BI-1,3,M,TUNISIENNE,3,2-LBC-BI-3,Admis(e) - Passable,9.52,-1.0,Ariana
ID495,2001,Kélibia,2019,Lycee Kélibia,3.0,BA,2023,Bac Economie,2-BA-6,2-BA-6,2,M,TUNISIENNE,5,1-BA-6,Admis(e) - Passable,10.33,-1.0,Nabeul
ID496,2003,Nabeul,2022,Lycee Haouaria,0.0,LSG,2022,Bac Sciences,3-LSG-6,3-LSG-6,3,F,TUNISIENNE,3,2-LSG-5,Admis(e) - Bien,13.36,-1.0,Nabeul
ID497,1999,Mhamdia,2020,Lycee Tunis,3.0,MDSI,2023,Bac Français,2-MDSI-3,2-MDSI-3,2,F,TUNISIENNE,5,1-MDSI-3,Admis(e) - Passable,11.87,-1.0,Tunis
ID498,2003,Tunis,2023,Lycee Carthage Byrsa,1.0,LBC,2024,Bac Math,1-LBC-9,1-LBC-9,1,F,TUNISIENNE,1,External,Admis(e),10.26,-1.0,Tunis
ID499,2005,La Marsa,2024,Lycee L Aouina,0.0,LSG,2024,Bac Sciences,1-LSG-1,1-LSG-1,1,F,TUNISIENNE,1,External,Admis(e),9.55,-1.0,Tunis
ID500,2004,Tunis,2023,Lycee Tunis,0.0,LSG,2023,Bac Economie,2-LSG-3,2-LSG-3,2,F,TUNISIENNE,2,1-LSG-3,Admis(e) - Missing credits,10.28,-1.0,Ariana
ID501,2004,Tunis,2024,Lycee Kalaat Andalous,0.0,LBC,2024,Bac Economie,1-LBC-5,1-LBC-5,1,M,TUNISIENNE,1,External,Admis(e),9.19,-1.0,Ariana
ID502,2003,La Marsa,2021,Lycee Carthage Byrssa,0.0,LBC,2023,Bac Sciences,2-LBC-3,2-LBC-3,2,M,TUNISIENNE,2,1-LBC-6,Admis(e) - Bien,12.63,-1.0,Tunis
ID503,2001,Nabeul,2022,Lycee Nabeul,0.0,LBC,2022,Bac Informatique,3LBC-BIS-5,3LBC-BIS-5,3,F,TUNISIENNE,3,2-LBC-BIS7,Admis(e) - Passable,10.36,-1.0,Nabeul
ID504,2004,La Marsa,2024,Lycee Kalaat Landalous,0.0,LBC,2024,Bac Economie,1-LBC-5,1-LBC-5,1,F,TUNISIENNE,1,External,Admis(e),9.91,-1.0,Ariana
ID505,2002,La Marsa,2023,Lycee 02 Mars La Goulette,0.0,LSG,2023,Bac Economie,2-LSG-2,2-LSG-2,2,M,TUNISIENNE,2,1-LSG-8,Admis(e) - Passable,9.77,-1.0,Tunis
ID506,2001,Carthage,2020,Lycee Carthage,3.0,MDSI,2021,Bac Economie,1DSI-AS2-1,1DSI-AS2-1,1,F,TUNISIENNE,4,1DSI-AS1-1,Admis(e),11.64,-1.0,Tunis
ID507,2001,Zaghouan,2020,Lycee Slimen Ben Slimen Zaghouan,3.0,BA,2023,Bac Economie,2-BA-4,2-BA-4,2,M,TUNISIENNE,5,1-BA-4,Admis(e) - Passable,10.6,-1.0,Zaghouan
ID508,2001,Tunis,2020,Lycee Tunis,3.0,BA,2023,Bac Economie,2-BA-5,2-BA-5,2,M,TUNISIENNE,5,1-BA-5,Admis(e) - Passable,11.04,-1.0,Tunis
ID509,2004,Tunis,2024,Lycee Carthage,0.0,LBC,2024,Bac Economie,1-LBC-6,1-LBC-6,1,M,TUNISIENNE,1,External,Admis(e),10.01,-1.0,Tunis
ID510,2000,Djerba,2022,Lycee Houmet Essouk,0.0,LBC,2022,Bac Economie,3-LBC-BI-2,3-LBC-BI-2,3,M,TUNISIENNE,3,2-LBC-BI-2,Admis(e) - Passable,11.24,-1.0,Médenine
ID511,2001,Tunis,2020,Lycee Tunis,3.0,MKD,2023,Bac Economie,2-MKD-1,2-MKD-1,2,F,TUNISIENNE,5,1-MKD-1,Admis(e) - Bien,10.61,-1.0,Tunis
ID512,2000,Bizerte,2020,Lycee Bizerte,3.0,CCA,2023,Bac Technique,2-MCCA-1,2-MCCA-1,2,M,TUNISIENNE,5,1-MCCA-1,Admis(e) - Bien,10.7,-1.0,Bizerte
ID513,2001,Tunis,2022,Lycee Abd Aziz Khouja Kelibia,0.0,LBC,2022,Bac Economie,3LBC-BIS-3,3LBC-BIS-3,3,M,TUNISIENNE,3,2-LBC-BIS3,Admis(e) - Passable,11.0,-1.0,Tunis
ID514,2001,Tunis,2021,Lycee Ariana,0.0,LBC,2021,Bac Informatique,3LBC-BIS-3,3LBC-BIS-3,3,M,TUNISIENNE,3,2-LBC-BIS3,Admis(e) - Passable,10.38,-1.0,Ariana
ID515,2002,Denden,2021,Lycee Ibn Abi Dhiaf Manouba,0.0,LBC,2023,Bac Technique,2-LBC-1,2-LBC-1,2,F,TUNISIENNE,2,1-LBC-4,Admis(e) - Bien,14.58,-1.0,La Manouba
ID516,2004,Tunis,2023,Lycee Mourouj,0.0,LBC,2023,Bac Economie,2-LBC-7,2-LBC-7,2,F,TUNISIENNE,2,1-LBC-10,Admis(e) - Passable,10.06,-1.0,Ben Arous
ID517,2005,Tunis,2024,Lycee Menzah 6,0.0,LBC,2024,Bac Economie,1-LBC-12,1-LBC-12,1,F,TUNISIENNE,1,External,Admis(e),11.56,-1.0,Ariana
ID518,2000,Tunisie,2020,Lycee Khaznadar,3.0,BA,2024,Bac Economie,1-BA-7,1-BA-7,4,M,TUNISIENNE,4,External,Admis(e),10.0,-1.0,Tunis
ID519,2000,Jendouba,2019,Lycee Jendouba,3.0,BA,2023,Bac Sciences,2-BA-5,2-BA-5,2,M,TUNISIENNE,5,1-BA-5,Admis(e),10.14,-1.0,Jendouba
ID520,2004,Gabes,2024,Lycee Khaireddine Becha Ariana,0.0,LBC,2024,Bac Lettres,1-LBC-1,1-LBC-1,1,F,TUNISIENNE,1,External,Admis(e),10.87,-1.0,Ariana
ID521,2001,Nadhour Zaghouin,2020,Lycee Ariana,3.0,BA,2023,Bac Sciences,2-BA-3,2-BA-3,2,M,TUNISIENNE,5,1-BA-3,Admis(e) - Bien,13.73,-1.0,Ariana
ID522,2005,Ariana,2024,Lycee Kalaat Landalous,0.0,LBC,2024,Bac Economie,1-LBC-14,1-LBC-14,1,F,TUNISIENNE,1,External,Admis(e),14.0,-1.0,Ariana
ID523,2005,Tunisie,2024,Lycee  Mornaguia,0.0,LSG,2024,Bac Math,1-LSG-6,1-LSG-6,1,M,TUNISIENNE,1,External,Admis(e),10.12,-1.0,Ariana
ID524,2003,Tunis,2022,Lycee Morneg,0.0,LSG,2022,Bac Sciences,3-LSG-6,3-LSG-6,3,F,TUNISIENNE,3,2-LSG-4,Admis(e) - Bien,11.42,-1.0,Ben Arous
ID525,2001,Tunis,2020,Lycee Megrine,3.0,MDSI,2023,Bac Economie,2-MDSI-3,2-MDSI-3,2,F,TUNISIENNE,5,1-MDSI-3,Admis(e) - Bien,14.33,-1.0,Ben Arous
ID526,2000,Tunis,2020,Lycee Kheireddine Pacha Ariana,3.0,BA,2023,Bac Economie,2-BA-5,2-BA-5,2,M,TUNISIENNE,5,1-BA-5,Admis(e) - Passable,10.61,-1.0,Ariana
ID527,2004,Tunis,2023,Lycee Ariana,0.0,LBC,2023,Bac Economie,1-LBC-10,1-LBC-10,1,M,TUNISIENNE,1,1-LBC-6,Redouble,10.69,-1.0,Ariana
ID528,1995,Tunis,2014,Lycee Ras Jbal Bizerte,3.0,BA,2021,Bac Math,1-BA-2,1-BA-2,1,F,TUNISIENNE,4,External,Admis(e),10.78,-1.0,Bizerte
ID529,2003,Bizerte,2023,Lycee Bizerte,0.0,LSG,2023,Bac Economie,2-LSG-3,2-LSG-3,2,F,TUNISIENNE,2,1-LSG-3,Admis(e) - Bien,9.9,-1.0,Bizerte
ID530,2003,Menzel Bourguiba,2022,Lycee Menzel Bourguiba,0.0,LSG,2022,Bac Economie,3-LSG-6,3-LSG-6,3,F,TUNISIENNE,3,2-LSG-3,Admis(e) - Bien,9.88,-1.0,Ariana
ID531,2000,Menzel Bourguiba,2019,Lycee Bizerte,0.0,BA,2021,Bac Economie,1-BA-4,1-BA-4,1,F,TUNISIENNE,4,External,Admis(e),10.06,55.4,Bizerte
ID532,2002,Tunis,2022,Lycee Tunis,0.0,LBC,2022,Bac Economie,3LBC-BIS-3,3LBC-BIS-3,3,M,TUNISIENNE,3,2-LBC-BIS3,Admis(e) - Passable,10.32,-1.0,Tunis
ID533,2001,Tunis,2021,Lycee Ariana,0.0,LSG,2021,Bac Economie,3-LSC-1,3-LSC-1,3,M,TUNISIENNE,3,2-LSC-2,Admis(e),11.7,-1.0,Ariana
ID534,2003,Tunis,2022,Lycee Ras Jebel,0.0,LSG,2022,Bac Economie,3-LSG-6,3-LSG-6,3,F,TUNISIENNE,3,2-LSG-4,Admis(e) - Passable,9.94,-1.0,Bizerte
ID535,2000,La Marsa,2021,Lycee Tunis,3.0,BA,2021,Bac Economie,1-BA-5,1-BA-5,1,F,TUNISIENNE,4,3-LSC-1,Admis(e) - Passable,11.0,-1.0,Tunis
ID536,2002,Tunis,2022,Lycee Ariana,0.0,LBC,2022,Bac Math,3-LBC-BI-1,3-LBC-BI-1,3,M,TUNISIENNE,3,2-LBC-BI-3,Admis(e),11.05,-1.0,Ariana
ID537,1999,Bouargoub,2018,Lycee Bouargoub,3.0,MDSI,2023,Bac Sciences,2-DSI-A3-1,2-DSI-A3-1,2,F,TUNISIENNE,5,1DSI-AS2-1,Admis(e) - Bien,10.04,-1.0,Nabeul
ID538,2003,Monastir Kssar Hlel,2022,Lycee Nafta,0.0,LSG,2023,Bac Economie,2-LSG-5,2-LSG-5,2,F,TUNISIENNE,2,1-LSG-5,Admis(e) - Missing credits,10.5,-1.0,Tozeur
ID539,2003,Nabeul,2022,Lycee De Grombalia,0.0,LBC,2023,Bac Economie,2-LBC-2,2-LBC-2,2,M,TUNISIENNE,2,1-LBC-1,Admis(e) - Passable,9.4,-1.0,Nabeul
ID540,2001,Zermadine,2021,Lycee Ksar Hellal,0.0,LBC,2024,Bac Economie,1-LBC-6,1-LBC-6,1,M,TUNISIENNE,1,External,Admis(e),13.02,-1.0,Monastir
ID541,2004,La Marsa,2023,Lycee Marsa,0.0,LBC,2023,Bac Economie,2-LBC-9,2-LBC-9,2,M,TUNISIENNE,2,1-LBC-12,Admis(e),10.22,-1.0,Tunis
ID542,1999,Tunis,2022,Lycee Candidature Libre,0.0,LBC,2022,Bac Math,3LBC-BIS-7,3LBC-BIS-7,3,M,TUNISIENNE,3,2-LBC-BIS8,Admis(e) - Passable,10.42,-1.0,Ariana
ID543,2003,La Marsa,2023,Lycee Tunis,0.0,LBC,2023,Bac Economie,2-LBC-7,2-LBC-7,2,F,TUNISIENNE,2,1-LBC-10,Admis(e) - Passable,11.66,-1.0,Ariana
ID544,2001,Tunis,2020,Lycee Tunis,3.0,BA,2023,Bac Economie,2-BA-4,2-BA-4,2,F,TUNISIENNE,5,1-BA-4,Admis(e) - Passable,10.61,-1.0,Tunis
ID545,2001,Tunis,2021,Lycee Privé Taysir School Borj Cedria,3.0,BA,2024,Bac Sciences,1-BA-4,1-BA-4,4,F,TUNISIENNE,4,External,Admis(e),10.51,-1.0,Nabeul
ID546,2003,Manzel Temim,2023,Lycee Rue Thaieb Mhiri Manzel Temim,0.0,LBC,2024,Bac Economie,1-LBC-2,1-LBC-2,1,F,TUNISIENNE,1,External,Admis(e),10.55,-1.0,Nabeul
ID547,2001,Manzel Temime,2023,Lycee El Mida,0.0,LBC,2023,Bac Economie,2-LBC-10,2-LBC-10,2,M,TUNISIENNE,2,1-LBC-16,Admis(e) - Passable,9.89,-1.0,Nabeul
ID548,2001,Nabeul,2021,Lycee Imam Moslem,3.0,FIND,2024,Bac Economie,1-FIND-1,1-FIND-1,4,F,TUNISIENNE,4,External,Admis(e),12.0,-1.0,Nabeul
ID549,2003,Tunis,2022,Lycee Menzah 4,0.0,LBC,2022,Bac Economie,3LBC-BIS-5,3LBC-BIS-5,3,M,TUNISIENNE,3,2-LBC-BIS5,Admis(e) - Bien,12.44,-1.0,Tunis
ID550,2003,Hammamet,2022,Lycee Nabeul,0.0,LSG,2022,Bac Economie,3-LSG-4,3-LSG-4,3,F,TUNISIENNE,3,2-LSG-4,Admis(e),11.15,-1.0,Nabeul
ID551,2002,Tunis,2024,Lycee Péres Blanc,0.0,LBC,2024,Bac Economie,1-LBC-10,1-LBC-10,1,M,TUNISIENNE,1,External,Admis(e),10.02,-1.0,Tunis
ID552,2004,Bizerte,2023,Lycee 15 Octobre Bizerte,0.0,LBC,2023,Bac Sciences,2-LBC-13,2-LBC-13,2,F,TUNISIENNE,2,1-LBC-3,Admis(e) - Passable,11.7,-1.0,Bizerte
ID553,2003,Tunis,2023,Lycee Manouba,0.0,LBC,2023,Bac Sciences,2-LBC-7,2-LBC-7,2,F,TUNISIENNE,2,1-LBC-10,Admis(e) - Bien,10.67,-1.0,La Manouba
ID554,2003,Tunis,2021,Lycee Tunis,3.0,BA,2021,Bac Math,1-BA-6,1-BA-6,1,M,TUNISIENNE,4,External,Admis(e),15.03,-1.0,Tunis
ID555,2000,Tunis,2019,Lycee Korba,3.0,BA,2023,Bac Economie,2-BA-1,2-BA-1,2,F,TUNISIENNE,5,1-BA-1,Admis(e) - Passable,11.83,-1.0,Nabeul
ID556,2004,Ariana,2024,Lycee Ariana,0.0,LBC,2024,Bac Economie,1-LBC-8,1-LBC-8,1,M,TUNISIENNE,1,External,Admis(e),11.03,-1.0,Ariana
ID557,2003,Nabeul,2022,Lycee Nabeul,0.0,LBC,2022,Bac Economie,2-LBC-10,2-LBC-10,2,M,TUNISIENNE,2,1-LBC-13,Admis(e),11.04,-1.0,Nabeul
ID558,1998,Manzel Bourguiba,2021,Lycee Manzel Bourguiba,3.0,MKD,2021,Bac Economie,1-MKD-2,1-MKD-2,1,M,TUNISIENNE,4,3-LSG-7,Admis(e) - Bien,9.0,-1.0,Tunis
ID559,2003,Bizerte,2022,Lycee Bizerte,0.0,LBC,2023,Bac Economie,2-LBC-5,2-LBC-5,2,F,TUNISIENNE,2,1-LBC-8,Admis(e) - Bien,10.86,-1.0,Bizerte
ID560,2002,Kelibia,2022,Lycee Abdelaziz Khouja,0.0,LBC,2022,Bac Economie,3LBC-BIS-2,3LBC-BIS-2,3,M,TUNISIENNE,3,2-LBC-BIS2,Admis(e) - Passable,12.0,-1.0,Tunis
ID561,2002,Tunis,2021,Lycee Cité Tadhamen,3.0,BA,2024,Bac Math,1-BA-4,1-BA-4,1,F,TUNISIENNE,4,External,Admis(e),10.79,-1.0,Ariana
ID562,2002,Paris 12,2020,Lycee La Marsa,3.0,MKD,2024,Bac Economie,1-MKD-2,1-MKD-2,1,F,TUNISIENNE,4,External,Admis(e),14.0,-1.0,Tunis
ID563,2000,Tunis,2021,Lycee Tunis,0.0,LBC,2021,Bac Economie,3LBC-BIS-2,3LBC-BIS-2,3,M,TUNISIENNE,3,2-LBC-BIS2,Admis(e) - Passable,10.73,-1.0,Tunis
ID564,2004,Tunis,2023,Lycee Pere Blanc Menzah,0.0,LBC,2023,Bac Math,2-LBC-12,2-LBC-12,2,F,TUNISIENNE,2,1-LBC-2,Admis(e) - Bien,11.05,-1.0,Tunis
ID565,1997,Tunis,2022,Lycee Beit Lhekma Manzah 6,0.0,LSG,2023,Bac Economie,3-LSC-1,3-LSC-1,3,M,TUNISIENNE,3,3-LSC-1,Redouble,12.0,-1.0,Tunis
ID566,2003,Tunisie,2022,Lycee Ariana,0.0,LSG,2022,Bac Sciences,3-LSG-3,3-LSG-3,3,F,TUNISIENNE,3,2-LSG-3,Admis(e) - Bien,14.37,-1.0,Ariana
ID567,2003,Tunis,2022,Lycee Ben Arous,0.0,LSG,2022,Bac Economie,3-LSG-5,3-LSG-5,3,M,TUNISIENNE,3,2-LSG-5,Admis(e) - Bien,9.88,-1.0,Ben Arous
ID568,2003,Tunis,2021,Lycee L'Aouina,3.0,BA,2021,Bac Economie,1-BA-1,1-BA-1,1,F,TUNISIENNE,4,3-LBC-BI-2,Admis(e) - Bien,12.0,-1.0,Tunis
ID569,1998,Tunis,2018,Lycee Nabeul,3.0,FIND,2023,Bac Sciences,2-FIND-1,2-FIND-1,2,M,TUNISIENNE,5,1-FIND-1,Admis(e) - Missing credits,10.6,-1.0,Nabeul
ID570,2002,Tunis,2021,Lycee Ariana,0.0,LBC,2021,Bac Economie,3LBC-BIS-3,3LBC-BIS-3,3,M,TUNISIENNE,3,2-LBC-BIS7,Admis(e) - Passable,13.87,-1.0,Ariana
ID571,2000,Nabeul,2021,Lycee Privé El Pole Nabeul,0.0,LBC,2024,Bac Economie,1-LBC-14,1-LBC-14,1,M,TUNISIENNE,1,External,Admis(e),10.3,-1.0,Nabeul
ID572,1999,Tunis,2019,Lycee Sadiki Tunis,0.0,LBC,2024,Bac Math,1-LBC-2,1-LBC-2,1,M,TUNISIENNE,1,External,Admis(e),11.7,-1.0,Tunis
ID573,1998,"Menzel Bouzelfa, Tunis",2017,Lycee Menzel Bouzelfa,3.0,CCA,2023,Bac Economie,2-MCCA-1,2-MCCA-1,2,M,TUNISIENNE,5,1-MCCA-1,Admis(e) - Passable,10.22,-1.0,Nabeul
ID574,2000,Hammam Lif,2021,Lycee Hammam-Lif,3.0,MKD,2024,Bac Economie,1-MKD-1,1-MKD-1,1,M,TUNISIENNE,4,External,Admis(e),10.3,-1.0,Ben Arous
ID575,2004,Tunis,2023,Lycee Ariena,0.0,LSG,2023,Bac Economie,2-LSG-5,2-LSG-5,2,F,TUNISIENNE,2,1-LSG-5,Admis(e) - Passable,9.36,-1.0,Ariana
ID576,2004,Tunis,2022,Lycee Menzah 9,0.0,LSG,2022,Bac Economie,2-LSG-5,2-LSG-5,2,M,TUNISIENNE,2,1-LSG-5,Admis(e) - Missing credits,10.19,-1.0,Tunis
ID577,2004,Zahra,2024,Lycee Ariana,0.0,LSG,2024,Bac Economie,1-LSG-3,1-LSG-3,1,M,TUNISIENNE,1,External,Admis(e),10.83,-1.0,Ariana
ID578,2005,Tunis,2023,Lycee Assahafiine Ariana,0.0,LSG,2023,Bac Economie,2-LSC-2,2-LSC-2,2,F,TUNISIENNE,2,1-LSG-8,Admis(e) - Bien,10.25,-1.0,Ariana
ID579,2001,Zaghouan,2021,Lycee Khairedine Ariana,3.0,MDSI,2024,Bac Informatique,1-MDSI-3,1-MDSI-3,1,F,TUNISIENNE,4,External,Admis(e),10.39,-1.0,Ariana
ID580,2001,Kelibia,2021,Lycee Lwafa,3.0,BA,2021,Bac Sciences,1-BA-2,1-BA-2,1,F,TUNISIENNE,4,3-LBC-BI-2,Admis(e) - Bien,10.0,-1.0,Tunis
ID581,2000,La Marsa,2020,Lycee La Marsa,0.0,LBC,2020,Bac Sciences,3-LBC-BI-4,3-LBC-BI-4,3,F,TUNISIENNE,3,2-LBC-BI-1,Admis(e) - Bien,11.57,-1.0,Tunis
ID582,2001,Tunis,2020,Lycee Mannouba,3.0,BA,2021,Bac Math,1-BA-1,1-BA-1,1,F,TUNISIENNE,4,External,Admis(e),10.23,-1.0,La Manouba
ID583,2004,Haouaria,2023,Lycee El Haouaria,0.0,LSG,2023,Bac Economie,2-LSG-5,2-LSG-5,2,F,TUNISIENNE,2,1-LSG-5,Admis(e) - Passable,10.58,-1.0,Nabeul
ID584,2002,Tunis,2021,Lycee Ibn Zaydoun,3.0,MKD,2021,Bac Sciences,1-MKD-2,1-MKD-2,1,F,TUNISIENNE,4,3-LSG-3,Admis(e) - Passable,10.0,-1.0,Tunis
ID585,2002,Tunis,2021,Lycee Ariana,0.0,LBC,2024,Bac Economie,1-LBC-13,1-LBC-13,1,M,TUNISIENNE,1,External,Admis(e),11.51,-1.0,Ariana
ID586,2002,Zaghouan,2022,Lycee Slimen Ben Slimen Zaghouan,0.0,LBC,2023,Bac Economie,2-LBC-2,2-LBC-2,2,F,TUNISIENNE,2,1-LBC-5,Admis(e) - Passable,13.5,-1.0,Zaghouan
ID587,2002,Tunis,2021,Lycee Tunis,3.0,MDSI,2024,Bac Economie,1-MDSI-2,1-MDSI-2,1,F,TUNISIENNE,4,External,Admis(e),11.62,-1.0,Ariana
ID588,2005,Rades,2023,Lycee Farhat Hached  Rades,0.0,LSG,2024,Bac Economie,1-LSG-3,1-LSG-3,1,M,TUNISIENNE,1,External,Admis(e),9.34,-1.0,Ben Arous
ID589,2004,Tunis,2022,Lycee Tunis,0.0,LBC,2022,Bac Informatique,3LBC-BIS-3,3LBC-BIS-3,3,M,TUNISIENNE,3,2-LBC-BIS3,Admis(e),12.39,-1.0,Tunis
ID590,2000,Tunis,2021,Lycee Tunis,3.0,MDSI,2021,Bac Sciences,1DSI-AS2-1,1DSI-AS2-1,1,M,TUNISIENNE,4,1DSI-AS1-1,Admis(e),11.0,-1.0,Tunis
ID591,2003,Tunis,2022,Lycee Ennasr,0.0,LSG,2023,Bac Economie,2-LSG-6,2-LSG-6,2,F,TUNISIENNE,2,1-LSG-9,Admis(e) - Passable,11.06,-1.0,Ariana
ID592,2002,Tunis,2021,Lycee Hannibal Ariana,3.0,MDSI,2021,Bac Economie,1-MDSI-2,1-MDSI-2,1,F,TUNISIENNE,4,3-LSG-3,Admis(e) - Bien,10.0,-1.0,Tunis
ID593,2004,Tunis,2024,Lycee Phoenix,0.0,LBC,2024,Bac Economie,1-LBC-13,1-LBC-13,1,M,TUNISIENNE,1,External,Admis(e),9.45,-1.0,Ariana
ID594,2002,Djerba,2022,Lycee Houmt Souk,0.0,LSG,2022,Bac Economie,3-LSG-4,3-LSG-4,3,M,TUNISIENNE,3,2-LSG-4,Admis(e) - Bien,11.06,-1.0,Médenine
ID595,2003,Tunis,2022,Lycee Menzah 6,0.0,LSG,2023,Bac Economie,2-LSG-2,2-LSG-2,2,M,TUNISIENNE,2,1-LSG-2,Admis(e) - Missing credits,12.85,-1.0,Ariana
ID596,2001,Tunis,2020,Lycee Ben Arous,3.0,FIND,2024,Bac Economie,1-FIND-1,1-FIND-1,4,F,TUNISIENNE,4,External,Admis(e),9.19,-1.0,Ben Arous
ID597,2005,Beja,2024,Lycee Béja,0.0,LSG,2024,Bac Technique,1-LSG-1,1-LSG-1,1,M,TUNISIENNE,1,External,Admis(e),9.65,-1.0,Béja
ID598,2000,Ariana,2020,Lycee Wafa,3.0,BA,2023,Bac Math,2-BA-1,2-BA-1,2,M,TUNISIENNE,5,1-BA-1,Admis(e),10.0,-1.0,Ariana
ID599,2000,Tunis,2019,Lycee Tunis,0.0,LBC,2023,Bac Sciences,2-LBC-10,2-LBC-10,2,F,TUNISIENNE,2,1-LBC-13,Admis(e) - Passable,10.92,-1.0,Tunis
ID600,1998,Tunis,2017,Lycee Mourouj 1,3.0,MDSI,2023,Bac Economie,2-MDSI-4,2-MDSI-4,2,F,TUNISIENNE,5,1-MDSI-4,Admis(e) - Bien,10.37,-1.0,Ben Arous
ID601,2000,Gabes,2021,Lycee Beit Elhekma Menzah 5,3.0,MDSI,2021,Bac Economie,1-MDSI-3,1-MDSI-3,1,M,TUNISIENNE,4,3-LSG-4,Admis(e) - Passable,10.0,-1.0,Tunis
ID602,2001,Tunis,2023,Lycee Attarine Ariana,0.0,LBC,2023,Bac Economie,2-LBC-9,2-LBC-9,2,M,TUNISIENNE,2,1-LBC-12,Admis(e) - Passable,12.72,-1.0,Ariana
ID603,2000,Beja,2021,Lycee Tunis,3.0,BA,2021,Bac Math,1-BA-4,1-BA-4,1,M,TUNISIENNE,4,3-LSG-4,Admis(e) - Passable,11.06,-1.0,Tunis
ID604,2006,Tunis,2024,Lycee Slimane Ben Slimane,0.0,LSG,2024,Bac Economie,1-LSG-1,1-LSG-1,1,M,TUNISIENNE,1,External,Admis(e),12.0,-1.0,Ariana
ID605,2003,Bizerte,2023,Lycee  Menzah 6,0.0,LBC,2024,Bac Technique,1-LBC-11,1-LBC-11,1,M,TUNISIENNE,1,External,Admis(e),14.25,-1.0,Ariana
ID606,1998,Beja,2021,Lycee Tunis,3.0,BA,2021,Bac Economie,1-BA-2,1-BA-2,1,M,TUNISIENNE,4,External,Admis(e),10.61,-1.0,Tunis
ID607,2001,Tunisie,2021,Lycee Beja,0.0,LSG,2021,Bac Economie,2-LSG-6,2-LSG-6,2,F,TUNISIENNE,2,1-LSG-6,Admis(e) - Missing credits,12.02,-1.0,Ariana
